kepid;kepoi_name;kepler_name;koi_disposition;koi_pdisposition;koi_score;koi_fpflag_nt;koi_fpflag_ss;koi_fpflag_co;koi_fpflag_ec;koi_period;koi_period_err1;koi_period_err2;koi_time0bk;koi_time0bk_err1;koi_time0bk_err2;koi_impact;koi_impact_err1;koi_impact_err2;koi_duration;koi_duration_err1;koi_duration_err2;koi_depth;koi_depth_err1;koi_depth_err2;koi_prad;koi_prad_err1;koi_prad_err2;koi_teq;koi_teq_err1;koi_teq_err2;koi_insol;koi_insol_err1;koi_insol_err2;koi_model_snr;koi_tce_plnt_num;koi_tce_delivname;koi_steff;koi_steff_err1;koi_steff_err2;koi_slogg;koi_slogg_err1;koi_slogg_err2;koi_srad;koi_srad_err1;koi_srad_err2;ra;dec;koi_kepmag
10797460;K00752.01;Kepler-227 b;CONFIRMED;CANDIDATE;10.000;0;0;0;0;9.488.035.570;2,78E+02;-2,78E+02;1.705.387.500;2,16E+03;-2,16E+03;0.1460;0.3180;-0.1460;295.750;0.08190;-0.08190;6,16E+06;1,95E+04;-1,95E+04;2.26;2,60E+02;-1,50E+02;793.0;;;93.59;29.45;-16.65;35.80;1;q1_q17_dr25_tce;5455.00;81.00;-81.00;4.467;0.064;-0.096;0.9270;0.1050;-0.0610;291.934.230;48.141.651;15.347
10797460;K00752.02;Kepler-227 c;CONFIRMED;CANDIDATE;0.9690;0;0;0;0;54.418.382.700;2,48E+03;-2,48E+03;1.625.138.400;3,52E+03;-3,52E+03;0.5860;0.0590;-0.4430;450.700;0.11600;-0.11600;8,75E+06;3,55E+04;-3,55E+04;2.83;3,20E+02;-1,90E+02;443.0;;;9.11;2.87;-1.62;25.80;2;q1_q17_dr25_tce;5455.00;81.00;-81.00;4.467;0.064;-0.096;0.9270;0.1050;-0.0610;291.934.230;48.141.651;15.347
10811496;K00753.01;;CANDIDATE;CANDIDATE;0.0000;0;0;0;0;19.899.139.950;1,49E+02;-1,49E+02;1.758.502.520;5,81E+02;-5,81E+02;0.9690;51.260;-0.0770;178.220;0.03410;-0.03410;1,08E+08;1,71E+05;-1,71E+05;14.60;3,92E+03;-1,31E+03;638.0;;;39.30;31.04;-10.49;76.30;1;q1_q17_dr25_tce;5853.00;158.00;-176.00;4.544;0.044;-0.176;0.8680;0.2330;-0.0780;297.004.820;48.134.129;15.436
10848459;K00754.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;1;0;0;1.736.952.453;2,63E+00;-2,63E+00;1.703.075.650;1,15E+02;-1,15E+02;12.760;0.1150;-0.0920;240.641;0.00537;-0.00537;8,08E+07;1,28E+04;-1,28E+04;33.46;8,50E+03;-2,83E+03;1395.0;;;891.96;668.95;-230.35;505.60;1;q1_q17_dr25_tce;5805.00;157.00;-174.00;4.564;0.053;-0.168;0.7910;0.2010;-0.0670;285.534.610;48.285.210;15.597
10854555;K00755.01;Kepler-664 b;CONFIRMED;CANDIDATE;10.000;0;0;0;0;2.525.591.777;3,76E+01;-3,76E+01;1.715.955.500;1,13E+03;-1,13E+03;0.7010;0.2350;-0.4780;165.450;0.04200;-0.04200;6,03E+06;1,69E+04;-1,69E+04;2.75;8,80E+02;-3,50E+02;1406.0;;;926.16;874.33;-314.24;40.90;1;q1_q17_dr25_tce;6031.00;169.00;-211.00;4.438;0.070;-0.210;10.460;0.3340;-0.1330;288.754.880;48.226.200;15.509
10872983;K00756.01;Kepler-228 d;CONFIRMED;CANDIDATE;10.000;0;0;0;0;11.094.320.540;2,04E+02;-2,04E+02;1.712.011.600;1,41E+03;-1,41E+03;0.5380;0.0300;-0.4280;459.450;0.06100;-0.06100;1,52E+07;2,42E+04;-2,42E+04;3.90;1,27E+03;-4,20E+02;835.0;;;114.81;112.85;-36.70;66.50;1;q1_q17_dr25_tce;6046.00;189.00;-232.00;4.486;0.054;-0.229;0.9720;0.3150;-0.1050;296.286.130;48.224.670;15.714
10872983;K00756.02;Kepler-228 c;CONFIRMED;CANDIDATE;10.000;0;0;0;0;4.134.435.120;1,05E+02;-1,05E+02;1.729.793.700;1,90E+03;-1,90E+03;0.7620;0.1390;-0.5320;314.020;0.06730;-0.06730;6,86E+06;1,87E+04;-1,87E+04;2.77;9,00E+02;-3,00E+02;1160.0;;;427.65;420.33;-136.70;40.20;2;q1_q17_dr25_tce;6046.00;189.00;-232.00;4.486;0.054;-0.229;0.9720;0.3150;-0.1050;296.286.130;48.224.670;15.714
10872983;K00756.03;Kepler-228 b;CONFIRMED;CANDIDATE;0.9920;0;0;0;0;2.566.588.970;1,78E+02;-1,78E+02;1.795.543.700;4,61E+03;-4,61E+03;0.7550;0.2120;-0.5230;242.900;0.16500;-0.16500;2,27E+06;1,68E+04;-1,68E+04;1.59;5,20E+02;-1,70E+02;1360.0;;;807.74;793.91;-258.20;15.00;3;q1_q17_dr25_tce;6046.00;189.00;-232.00;4.486;0.054;-0.229;0.9720;0.3150;-0.1050;296.286.130;48.224.670;15.714
6721123;K00114.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;1;1;0;7.361.789.580;2,13E+02;-2,13E+02;1.322.505.300;2,53E+03;-2,53E+03;11.690;71.330;-0.0440;502.200;0.13600;-0.13600;2,34E+06;5,80E+03;-5,80E+03;39.21;6,45E+03;-9,67E+03;1342.0;;;767.22;349.28;-365.49;47.70;1;q1_q17_dr25_tce;6227.00;111.00;-124.00;3.986;0.182;-0.098;19.580;0.3220;-0.4830;298.864.350;42.151.569;12.660
10910878;K00757.01;Kepler-229 c;CONFIRMED;CANDIDATE;10.000;0;0;0;0;16.068.646.740;1,09E+02;-1,09E+02;1.736.219.370;5,17E+02;-5,17E+02;0.0520;0.2620;-0.0520;353.470;0.02410;-0.02410;4,91E+07;3,33E+04;-3,33E+04;5.76;2,20E+02;-4,90E+02;600.0;;;30.75;4.46;-6.66;161.90;1;q1_q17_dr25_tce;5031.00;75.00;-83.00;4.485;0.083;-0.028;0.8480;0.0330;-0.0720;286.999.480;48.375.790;15.841
11446443;K00001.01;Kepler-1 b;CONFIRMED;CANDIDATE;0.8110;0;0;0;0;2.470.613.377;2,70E-01;-2,70E-01;1.227.633.050;8,70E+00;-8,70E+00;0.8180;0.0010;-0.0010;174.319;0.00107;-0.00107;1,42E+08;4,20E+03;-4,20E+03;13.04;5,10E+02;-5,10E+02;1339.0;;;761.46;106.21;-95.76;4304.30;1;q1_q17_dr25_tce;5820.00;78.00;-78.00;4.457;0.024;-0.024;0.9640;0.0380;-0.0380;286.808.470;49.316.399;11.338
10666592;K00002.01;Kepler-2 b;CONFIRMED;CANDIDATE;10.000;0;1;0;0;2.204.735.417;4,30E-01;-4,30E-01;1.213.585.417;1,60E+01;-1,60E+01;0.2240;0.1590;-0.2160;388.864;0.00203;-0.00203;6,67E+07;1,70E+03;-1,70E+03;16.10;8,10E+02;-9,10E+02;2048.0;;;4148.92;651.59;-654.46;5945.90;1;q1_q17_dr25_tce;6440.00;76.00;-89.00;4.019;0.033;-0.027;19.520;0.0990;-0.1100;292.247.280;47.969.521;10.463
6922244;K00010.01;Kepler-8 b;CONFIRMED;CANDIDATE;0.9980;0;0;0;0;3.522.498.429;1,98E+00;-1,98E+00;1.211.194.228;4,71E+01;-4,71E+01;0.6310;0.0070;-0.0070;319.843;0.00653;-0.00653;9,15E+07;6,60E+03;-6,60E+03;14.59;1,11E+03;-1,11E+03;1521.0;;;1264.67;307.23;-276.48;1741.50;1;q1_q17_dr25_tce;6225.00;112.00;-137.00;4.169;0.055;-0.045;14.510;0.1100;-0.1100;281.288.120;42.451.080;13.563
10984090;K00112.02;Kepler-466 c;CONFIRMED;CANDIDATE;10.000;0;0;0;0;3.709.214.104;6,54E+01;-6,54E+01;1.339.831.800;1,43E+03;-1,43E+03;0.0510;0.3950;-0.0510;263.020;0.04270;-0.04270;1,31E+06;3,00E+03;-3,00E+03;1.16;1,70E+02;-1,20E+02;1206.0;;;500.46;197.96;-130.54;50.60;2;q1_q17_dr25_tce;5833.00;105.00;-117.00;4.407;0.085;-0.114;10.220;0.1430;-0.1070;295.648.710;48.495.560;12.772
10419211;K00742.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;1;0;0;11.521.446.064;1,98E+01;-1,98E+01;1.708.396.880;1,31E+02;-1,31E+02;24.830;28.510;-0.6730;363.990;0.01140;-0.01140;1,80E+08;3,19E+04;-3,19E+04;150.51;3,98E+04;-1,33E+04;753.0;;;75.88;58.89;-19.99;622.10;1;q1_q17_dr25_tce;5795.00;155.00;-172.00;4.554;0.033;-0.176;0.8480;0.2240;-0.0750;297.079.930;47.597.401;15.472
10464078;K00743.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;1;0;0;19.403.937.760;2,07E+02;-2,07E+02;1.724.842.530;8,42E+02;-8,42E+02;0.8040;0.0070;-0.0050;1.221.550;0.05980;-0.05980;8,92E+07;5,33E+04;-5,33E+04;7.18;7,60E+02;-6,80E+02;523.0;;;17.69;6.66;-4.88;214.70;1;q1_q17_dr25_tce;5043.00;151.00;-151.00;4.591;0.072;-0.048;0.6800;0.0720;-0.0650;289.258.210;47.635.319;15.487
10480982;K00744.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;1;0;0;19.221.388.942;1,12E+01;-1,12E+01;1.845.521.637;4,50E+01;-4,50E+01;10.650;0.0310;-0.0340;479.843;0.00235;-0.00235;7,43E+08;2,19E+04;-2,19E+04;49.29;1,60E+04;-5,00E+03;698.0;;;55.97;54.55;-16.40;2317.00;1;q1_q17_dr25_tce;6117.00;182.00;-200.00;4.496;0.052;-0.208;0.9470;0.3080;-0.0960;295.814.540;47.690.350;15.341
10485250;K00745.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;1;0;0;16.469.837.740;1,36E+02;-1,36E+02;1.808.817.610;6,23E+02;-6,23E+02;0.2920;0.1180;-0.1010;943.780;0.06000;-0.06000;1,05E+08;3,99E+04;-3,99E+04;7.94;8,90E+02;-8,90E+02;595.0;;;29.61;12.01;-8.91;303.40;1;q1_q17_dr25_tce;5152.00;168.00;-153.00;4.517;0.088;-0.072;0.7860;0.0880;-0.0880;297.154.420;47.668.701;15.788
10526549;K00746.01;Kepler-660 b;CONFIRMED;CANDIDATE;10.000;0;0;0;0;9.273.581.730;1,04E+02;-1,04E+02;1.732.581.550;8,77E+02;-8,77E+02;0.3870;0.0040;-0.3860;328.750;0.03090;-0.03090;1,29E+07;1,68E+04;-1,68E+04;2.47;2,00E+02;-2,40E+02;649.0;;;41.85;12.49;-11.70;87.20;1;q1_q17_dr25_tce;4856.00;131.00;-146.00;4.583;0.065;-0.035;0.6960;0.0560;-0.0680;288.138.240;47.724.449;15.302
10583066;K00747.01;Kepler-661 b;CONFIRMED;CANDIDATE;10.000;0;0;0;0;6.029.303.290;5,51E+01;-5,51E+01;1.716.029.590;7,13E+02;-7,13E+02;0.2580;0.1960;-0.2580;158.210;0.03110;-0.03110;1,91E+07;3,44E+04;-3,44E+04;2.85;2,60E+02;-1,50E+02;678.0;;;50.04;16.40;-9.88;65.40;1;q1_q17_dr25_tce;4537.00;123.00;-123.00;4.648;0.020;-0.056;0.6720;0.0620;-0.0360;283.710.880;47.863.270;15.784
10583180;K00748.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;1;1;1;2.696.370.652;7,53E+01;-7,53E+01;1.707.376.900;2,34E+03;-2,34E+03;0.0440;0.3600;-0.0440;361.290;0.06860;-0.06860;3,98E+06;9,50E+03;-9,50E+03;1.58;1,30E+02;-1,60E+02;1066.0;;;305.34;96.64;-86.33;48.20;1;q1_q17_dr25_tce;4989.00;149.00;-149.00;4.504;0.090;-0.060;0.8190;0.0670;-0.0820;283.765.470;47.804.298;15.269
10601284;K00749.01;Kepler-226 c;CONFIRMED;CANDIDATE;10.000;0;0;0;0;5.349.553.819;8,83E+01;-8,83E+01;1.718.069.400;1,27E+03;-1,27E+03;0.0920;0.3690;-0.0920;302.780;0.04710;-0.04710;8,31E+06;1,48E+04;-1,48E+04;2.55;1,60E+02;-2,40E+02;919.0;;;168.99;34.66;-38.48;60.60;1;q1_q17_dr25_tce;5185.00;85.00;-77.00;4.440;0.098;-0.045;0.9100;0.0570;-0.0860;292.376.130;47.880.989;15.416
10601284;K00749.02;Kepler-226 b;CONFIRMED;CANDIDATE;0.9800;0;0;0;0;3.941.052.210;1,09E+02;-1,09E+02;1.360.866.200;2,33E+03;-2,33E+03;0.2260;0.2430;-0.2260;259.840;0.07370;-0.07370;3,63E+06;1,39E+04;-1,39E+04;1.70;1,10E+02;-1,60E+02;1018.0;;;253.15;51.91;-57.65;28.90;2;q1_q17_dr25_tce;5185.00;85.00;-77.00;4.440;0.098;-0.045;0.9100;0.0570;-0.0860;292.376.130;47.880.989;15.416
10601284;K00749.03;Kepler-226 d;CONFIRMED;CANDIDATE;0.9710;0;0;0;0;8.109.048.070;6,79E+02;-6,79E+02;1.328.031.000;7,16E+03;-7,16E+03;0.0250;0.4250;-0.0250;359.600;0.19800;-0.19800;2,17E+06;1,68E+04;-1,68E+04;1.30;9,00E+01;-1,20E+02;800.0;;;97.03;19.90;-22.09;14.10;3;q1_q17_dr25_tce;5185.00;85.00;-77.00;4.440;0.098;-0.045;0.9100;0.0570;-0.0860;292.376.130;47.880.989;15.416
2306756;K00113.01;;FALSE POSITIVE;FALSE POSITIVE;;0;1;0;0;386.603.052.800;1,37E+03;-1,37E+03;1.663.420.790;2,99E+02;-2,99E+02;0.9765;0.0497;-0.0268;680.570;0.01840;-0.01840;2,49E+08;4,58E+04;-4,58E+04;41.50;1,68E+03;-1,68E+03;297.0;;;1.84;0.26;-0.24;994.00;1;q1_q16_tce;5543.00;79.00;-79.00;4.081;0.014;-0.014;15.800;0.0640;-0.0640;292.273.740;37.671.558;12.394
10662202;K00750.01;Kepler-662 b;CONFIRMED;CANDIDATE;10.000;0;0;0;0;21.676.991.930;7,01E+02;-7,01E+02;1.715.359.400;2,58E+03;-2,58E+03;0.8960;0.0100;-0.6630;345.550;0.06560;-0.06560;8,57E+06;2,71E+04;-2,71E+04;2.95;1,20E+02;-2,30E+02;530.0;;;18.64;2.78;-3.80;34.30;1;q1_q17_dr25_tce;4954.00;79.00;-79.00;4.500;0.075;-0.020;0.8280;0.0320;-0.0650;290.465.120;47.929.180;15.377
10682541;K00751.01;Kepler-663 b;CONFIRMED;CANDIDATE;10.000;0;0;0;0;4.996.779.680;1,39E+02;-1,39E+02;1.717.420.800;2,19E+03;-2,19E+03;0.7100;0.0060;-0.5330;217.170;0.07620;-0.07620;9,35E+06;3,97E+04;-3,97E+04;2.78;5,20E+02;-2,30E+02;917.0;;;166.95;102.06;-42.14;28.20;1;q1_q17_dr25_tce;5339.00;175.00;-159.00;4.552;0.034;-0.136;0.8470;0.1610;-0.0690;297.808.260;47.946.671;15.861
11460018;K00769.01;Kepler-671 b;CONFIRMED;CANDIDATE;10.000;0;0;0;0;4.280.963.604;6,14E+01;-6,14E+01;1.718.965.900;1,15E+03;-1,15E+03;0.4240;0.1120;-0.3560;287.500;0.04200;-0.04200;7,51E+06;1,41E+04;-1,41E+04;2.30;5,80E+02;-1,90E+02;1012.0;;;247.87;182.24;-63.32;61.80;1;q1_q17_dr25_tce;5644.00;152.00;-169.00;4.564;0.032;-0.168;0.8310;0.2070;-0.0690;294.265.810;49.314.091;15.356
11463211;K00770.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;0;1;0;1.506.354.090;4,70E+00;-4,70E+00;1.709.980.640;2,46E+02;-2,46E+02;0.8600;0.0420;-0.1250;151.550;0.04830;-0.04830;2,21E+07;1,83E+04;-1,83E+04;4.53;1,01E+03;-4,40E+02;1452.0;;;1054.12;703.10;-292.26;181.10;1;q1_q17_dr25_tce;5714.00;155.00;-172.00;4.563;0.040;-0.160;0.8310;0.1860;-0.0800;295.665.220;49.351.009;15.525
11465813;K00771.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;1;1;0;670.645.531.000;1,24E+04;-1,24E+04;2.090.435.500;1,57E+03;-1,57E+03;0.7010;0.0040;-0.0050;5.341.200;0.13100;-0.13100;1,81E+08;3,35E+04;-3,35E+04;14.14;2,13E+03;-7,10E+02;196.0;;;0.35;0.15;-0.06;642.70;1;q1_q17_dr25_tce;5520.00;100.00;-111.00;4.466;0.032;-0.120;0.9830;0.1480;-0.0490;296.698.610;49.316.479;15.207
11493732;K00772.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;1;0;0;61.256.362.800;1,56E+03;-1,56E+03;1.738.382.600;2,09E+03;-2,09E+03;12.480;69.120;-0.0670;763.300;0.10500;-0.10500;5,12E+07;7,06E+04;-7,06E+04;39.87;1,28E+04;-5,48E+03;505.0;;;15.43;14.85;-5.51;85.30;1;q1_q17_dr25_tce;6144.00;184.00;-220.00;4.402;0.072;-0.217;10.910;0.3500;-0.1500;283.725.920;49.479.519;15.250
11507101;K00773.01;Kepler-672 b;CONFIRMED;CANDIDATE;10.000;0;0;0;0;38.377.548.600;1,60E+03;-1,60E+03;1.728.204.800;3,38E+03;-3,38E+03;0.4680;0.4610;-0.2670;558.800;0.11300;-0.11300;7,24E+06;2,34E+04;-2,34E+04;2.82;3,70E+02;-3,40E+02;529.0;;;18.53;6.72;-4.93;34.70;1;q1_q17_dr25_tce;5481.00;82.00;-74.00;4.369;0.121;-0.099;10.360;0.1380;-0.1240;291.722.020;49.480.869;15.172
10910878;K00757.02;Kepler-229 d;CONFIRMED;CANDIDATE;0.9920;0;0;0;0;41.197.255.020;9,35E+02;-9,35E+02;1.650.040.400;1,71E+03;-1,71E+03;0.0450;0.3370;-0.0450;462.970;0.06330;-0.06330;2,21E+07;4,55E+04;-4,55E+04;3.86;1,50E+02;-3,30E+02;439.0;;;8.76;1.27;-1.90;51.20;2;q1_q17_dr25_tce;5031.00;75.00;-83.00;4.485;0.083;-0.028;0.8480;0.0330;-0.0720;286.999.480;48.375.790;15.841
10910878;K00757.03;Kepler-229 b;CONFIRMED;CANDIDATE;10.000;0;0;0;0;6.252.962.249;9,58E+01;-9,58E+01;1.713.012.600;1,17E+03;-1,17E+03;0.1050;0.3290;-0.1050;258.190;0.04260;-0.04260;1,04E+07;2,45E+04;-2,45E+04;2.65;1,00E+02;-2,30E+02;823.0;;;108.30;15.73;-23.44;47.10;3;q1_q17_dr25_tce;5031.00;75.00;-83.00;4.485;0.083;-0.028;0.8480;0.0330;-0.0720;286.999.480;48.375.790;15.841
10987985;K00758.01;Kepler-665 b;CONFIRMED;CANDIDATE;10.000;0;0;0;0;16.013.084.190;4,85E+02;-4,85E+02;1.763.608.000;2,43E+03;-2,43E+03;0.7990;0.0970;-0.5510;325.540;0.07910;-0.07910;1,12E+07;3,94E+04;-3,94E+04;3.10;3,40E+02;-3,10E+02;593.0;;;29.31;11.77;-8.24;33.20;1;q1_q17_dr25_tce;5015.00;164.00;-149.00;4.499;0.092;-0.115;0.8260;0.0910;-0.0820;297.025.630;48.478.588;15.390
11018648;K00759.01;Kepler-230 b;CONFIRMED;CANDIDATE;10.000;0;0;0;0;32.628.766.720;5,80E+02;-5,80E+02;1.941.019.000;1,38E+03;-1,38E+03;0.0210;0.4020;-0.0210;479.710;0.05800;-0.05800;1,80E+07;2,54E+04;-2,54E+04;3.36;7,60E+02;-3,30E+02;506.0;;;15.55;10.51;-4.18;80.00;1;q1_q17_dr25_tce;5586.00;152.00;-152.00;4.560;0.050;-0.150;0.7980;0.1810;-0.0770;285.718.540;48.505.859;15.082
11018648;K00759.02;Kepler-230 c;CONFIRMED;CANDIDATE;0.9780;0;0;0;0;91.773.286.200;7,52E+03;-7,52E+03;1.938.378.000;6,43E+03;-6,43E+03;0.6060;0.3350;-0.4000;647.300;0.20400;-0.20400;6,52E+06;3,62E+04;-3,62E+04;2.12;4,80E+02;-2,10E+02;359.0;;;3.92;2.64;-1.06;19.10;2;q1_q17_dr25_tce;5586.00;152.00;-152.00;4.560;0.050;-0.150;0.7980;0.1810;-0.0770;285.718.540;48.505.859;15.082
11138155;K00760.01;;CANDIDATE;CANDIDATE;10.000;0;0;0;0;4.959.319.244;5,15E+00;-5,15E+00;1.722.585.292;8,27E+01;-8,27E+01;0.8310;0.0160;-0.0040;222.739;0.00750;-0.00750;9,80E+07;2,00E+04;-2,00E+04;12.21;1,96E+03;-1,46E+03;1103.0;;;349.40;146.52;-93.21;696.50;1;q1_q17_dr25_tce;5712.00;77.00;-77.00;4.359;0.110;-0.110;10.820;0.1730;-0.1300;292.167.050;48.727.589;15.263
11152159;K00761.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;1;1;0;2.701.287.801;5,63E+01;-5,63E+01;1.706.957.900;1,64E+03;-1,64E+03;10.160;39.670;-0.0590;338.270;0.08920;-0.08920;8,60E+06;2,09E+04;-2,09E+04;6.54;1,64E+03;-7,50E+02;1222.0;;;527.81;411.33;-166.35;48.30;1;q1_q17_dr25_tce;5550.00;182.00;-182.00;4.468;0.091;-0.169;0.9100;0.2280;-0.1050;297.923.650;48.777.321;15.540
11153539;K00762.01;Kepler-666 b;CONFIRMED;CANDIDATE;10.000;0;0;0;0;4.498.765.110;1,78E+02;-1,78E+02;1.713.490.500;3,00E+03;-3,00E+03;0.3120;0.1540;-0.3120;373.620;0.09340;-0.09340;4,60E+06;1,75E+04;-1,75E+04;2.10;6,50E+02;-2,20E+02;1133.0;;;389.62;365.71;-117.40;29.50;1;q1_q17_dr25_tce;6075.00;189.00;-210.00;4.486;0.052;-0.208;0.9690;0.3000;-0.1000;298.456.850;48.791.592;15.395
11242721;K00763.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;1;0;0;19.651.209.505;5,86E+01;-5,86E+01;1.794.019.810;2,49E+02;-2,49E+02;0.7230;0.0100;-0.0200;525.140;0.01790;-0.01790;1,18E+08;2,77E+04;-2,77E+04;12.42;3,92E+03;-1,69E+03;730.0;;;67.03;62.46;-23.51;513.40;1;q1_q17_dr25_tce;6074.00;168.00;-210.00;4.391;0.090;-0.210;10.630;0.3360;-0.1440;291.093.900;48.933.842;15.536
9579641;K00115.01;Kepler-105 b;CONFIRMED;CANDIDATE;10.000;0;0;0;0;5.412.203.927;3,05E+01;-3,05E+01;1.331.430.890;4,68E+02;-4,68E+02;0.7870;0.0050;-0.5650;294.720;0.02400;-0.02400;6,02E+06;4,00E+03;-4,00E+03;2.94;4,30E+02;-3,80E+02;1093.0;;;337.68;137.29;-102.18;166.70;1;q1_q17_dr25_tce;5779.00;104.00;-115.00;4.339;0.132;-0.108;10.870;0.1570;-0.1420;287.887.330;46.276.241;12.791
11304958;K00764.01;Kepler-667 b;CONFIRMED;CANDIDATE;0.9980;0;0;0;0;41.439.586.620;7,56E+02;-7,56E+02;2.089.320.300;1,42E+03;-1,42E+03;0.3550;0.0400;-0.3550;1.059.890;0.08800;-0.08800;2,79E+07;2,26E+04;-2,26E+04;5.50;1,57E+03;-9,60E+02;516.0;;;16.72;14.66;-6.64;141.10;1;q1_q17_dr25_tce;5468.00;180.00;-164.00;4.367;0.153;-0.187;10.460;0.2970;-0.1830;295.555.050;49.017.342;15.400
11391957;K00765.01;Kepler-668 b;CONFIRMED;CANDIDATE;10.000;0;0;0;0;8.353.895.230;1,52E+02;-1,52E+02;1.716.325.700;1,33E+03;-1,33E+03;0.0230;0.4230;-0.0230;225.140;0.05180;-0.05180;1,04E+07;2,82E+04;-2,82E+04;2.52;5,40E+02;-2,40E+02;790.0;;;91.90;59.06;-24.15;43.40;1;q1_q17_dr25_tce;5592.00;152.00;-152.00;4.582;0.036;-0.144;0.7870;0.1690;-0.0730;285.499.240;49.277.351;15.317
11403044;K00766.01;Kepler-669 b;CONFIRMED;CANDIDATE;10.000;0;0;0;0;4.125.543.472;3,13E+01;-3,13E+01;1.697.525.850;6,13E+02;-6,13E+02;0.5970;0.2350;-0.3670;317.440;0.03620;-0.03620;1,49E+07;1,33E+04;-1,33E+04;4.43;1,44E+03;-5,10E+02;1243.0;;;565.35;542.47;-188.14;128.60;1;q1_q17_dr25_tce;6174.00;173.00;-239.00;4.417;0.056;-0.210;11.030;0.3580;-0.1280;291.936.160;49.253.979;15.506
11414511;K00767.01;Kepler-670 b;CONFIRMED;CANDIDATE;10.000;0;0;0;0;2.816.504.904;1,65E+00;-1,65E+00;1.709.676.846;4,66E+01;-4,66E+01;0.1050;0.2640;-0.1190;250.587;0.00666;-0.00666;1,68E+08;1,10E+04;-1,10E+04;12.21;1,62E+03;-8,70E+02;1219.0;;;521.13;184.34;-97.95;1406.80;1;q1_q17_dr25_tce;5532.00;74.00;-83.00;4.452;0.063;-0.108;0.9550;0.1270;-0.0680;297.015.470;49.225.288;15.052
11442465;K00768.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;1;1;0;33.933.734.470;6,15E+02;-6,15E+02;1.866.760.800;1,37E+03;-1,37E+03;0.8120;0.0060;-0.0090;1.456.100;0.10400;-0.10400;8,50E+07;4,43E+04;-4,43E+04;7.34;9,00E+02;-6,00E+02;430.0;;;8.11;3.25;-2.06;236.10;1;q1_q17_dr25_tce;5040.00;136.00;-151.00;4.628;0.030;-0.070;0.7050;0.0860;-0.0580;284.172.330;49.360.722;15.716
12110942;K00786.01;Kepler-680 b;CONFIRMED;CANDIDATE;10.000;0;0;0;0;3.689.920.099;8,98E+01;-8,98E+01;1.703.657.100;1,91E+03;-1,91E+03;0.1510;0.3040;-0.1510;265.570;0.06770;-0.06770;4,27E+06;1,38E+04;-1,38E+04;1.89;5,40E+02;-2,00E+02;1147.0;;;408.99;342.24;-123.32;35.60;1;q1_q17_dr25_tce;5880.00;157.00;-192.00;4.518;0.046;-0.196;0.9170;0.2620;-0.0980;291.622.410;50.618.240;15.242
12366084;K00787.01;Kepler-232 b;CONFIRMED;CANDIDATE;10.000;0;0;0;0;4.431.238.488;6,11E+01;-6,11E+01;1.710.150.000;1,11E+03;-1,11E+03;0.4050;0.0410;-0.4050;315.000;0.04230;-0.04230;1,01E+07;1,52E+04;-1,52E+04;3.25;4,70E+02;-2,50E+02;1104.0;;;351.23;135.26;-68.33;71.10;1;q1_q17_dr25_tce;5714.00;77.00;-77.00;4.428;0.063;-0.117;10.150;0.1480;-0.0790;295.816.160;51.121.738;15.367
12366084;K00787.02;Kepler-232 c;CONFIRMED;CANDIDATE;10.000;0;0;0;0;11.379.369.860;2,42E+02;-2,42E+02;1.338.499.200;1,83E+03;-1,83E+03;0.9110;0.0090;-0.6560;262.550;0.07300;-0.07300;1,02E+07;2,97E+04;-2,97E+04;3.95;5,70E+02;-3,10E+02;806.0;;;99.68;38.38;-19.39;37.90;2;q1_q17_dr25_tce;5714.00;77.00;-77.00;4.428;0.063;-0.117;10.150;0.1480;-0.0790;295.816.160;51.121.738;15.367
12404086;K00788.01;Kepler-681 b;CONFIRMED;CANDIDATE;10.000;0;0;0;0;26.394.328.970;5,72E+02;-5,72E+02;1.760.545.900;1,76E+03;-1,76E+03;0.6020;0.2500;-0.3960;357.300;0.06430;-0.06430;1,51E+07;3,63E+04;-3,63E+04;3.07;4,10E+02;-2,20E+02;489.0;;;13.49;6.07;-3.21;48.20;1;q1_q17_dr25_tce;5129.00;154.00;-154.00;4.595;0.030;-0.084;0.7630;0.1030;-0.0550;289.399.720;51.250.320;15.234
