kepid;kepoi_name;kepler_name;koi_disposition;koi_pdisposition;koi_score;koi_fpflag_nt;koi_fpflag_ss;koi_fpflag_co;koi_fpflag_ec;koi_period;koi_period_err1;koi_period_err2;koi_time0bk;koi_time0bk_err1;koi_time0bk_err2;koi_impact;koi_impact_err1;koi_impact_err2;koi_duration;koi_duration_err1;koi_duration_err2;koi_depth;koi_depth_err1;koi_depth_err2;koi_prad;koi_prad_err1;koi_prad_err2;koi_teq;koi_teq_err1;koi_teq_err2;koi_insol;koi_insol_err1;koi_insol_err2;koi_model_snr;koi_tce_plnt_num;koi_tce_delivname;koi_steff;koi_steff_err1;koi_steff_err2;koi_slogg;koi_slogg_err1;koi_slogg_err2;koi_srad;koi_srad_err1;koi_srad_err2;ra;dec;koi_kepmag
8668810;K03538.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;1;0;0;0;313.092.750.660;6,67E+02;-6,67E+02;4.247.153.810;1,06E+02;-1,06E+02;0.3950;0.0080;-0.0070;1.434.470;0.00750;-0.00750;4,46E+09;3,78E+05;-3,78E+05;47.52;4,59E+03;-4,59E+03;207.0;;;0.44;0.15;-0.12;1952.30;1;q1_q17_dr25_tce;5067.00;151.00;-151.00;4.596;0.072;-0.042;0.6730;0.0650;-0.0650;281.717.900;44.873.989;15.638
6519865;K07782.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;1;0;1;0;0.566813677;4,47E+01;-4,47E+01;1.317.889.500;6,58E+03;-6,58E+03;0.4490;0.0210;-0.4460;245.800;0.21600;-0.21600;6,12E+05;6,90E+03;-6,90E+03;0.77;2,50E+02;-8,00E+01;2269.0;;;6276.41;5823.79;-1966.20;11.50;1;q1_q17_dr25_tce;6106.00;169.00;-232.00;4.487;0.054;-0.216;0.9660;0.3040;-0.1010;291.011.380;41.906.979;15.644
8868907;K03539.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;1;0;0;157.322.639.430;8,85E+02;-8,85E+02;2.229.003.630;3,68E+02;-3,68E+02;0.8880;0.0600;-0.0480;2.192.320;0.02310;-0.02310;1,54E+09;1,38E+05;-1,38E+05;56.66;1,79E+04;-5,96E+03;351.0;;;3.61;3.36;-1.07;1386.80;1;q1_q17_dr25_tce;6109.00;171.00;-192.00;4.472;0.054;-0.216;0.9890;0.3120;-0.1040;284.513.670;45.120.300;15.291
3865298;K03540.01;;FALSE POSITIVE;FALSE POSITIVE;;0;1;0;0;9.530.402.160;2,29E+02;-2,29E+02;1.382.329.170;8,48E+02;-8,48E+02;0.6046;0.0160;-0.0169;595.809;0.00644;-0.00644;3,22E+09;3,29E+05;-3,29E+05;60.49;2,51E+04;-7,63E+03;805.0;;;99.43;129.72;-32.10;185.60;2;q1_q17_dr24_tce;5501.00;198.00;-163.00;4.438;0.103;-0.266;0.9120;0.3780;-0.1150;295.231.960;38.925.919;14.689
10091110;K03627.01;;FALSE POSITIVE;FALSE POSITIVE;0.0020;0;1;0;0;4.218.512.654;7,79E+00;-7,79E+00;1.335.067.680;1,62E+02;-1,62E+02;0.7670;0.0020;-0.0040;362.939;0.00964;-0.00964;2,34E+08;4,37E+04;-4,37E+04;16.67;5,40E+03;-1,80E+03;1189.0;;;472.03;465.88;-151.42;699.90;1;q1_q17_dr25_tce;6185.00;197.00;-240.00;4.472;0.054;-0.216;0.9910;0.3210;-0.1070;297.466.310;47.023.232;15.232
10091110;K03627.02;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;1;0;0;8.529.991.199;3,07E+01;-3,07E+01;1.376.547.690;3,21E+02;-3,21E+02;12.250;0.3770;-0.1440;399.540;0.01350;-0.01350;2,01E+08;6,05E+04;-6,05E+04;44.86;1,45E+04;-4,84E+03;940.0;;;184.92;182.51;-59.32;389.80;2;q1_q17_dr25_tce;6185.00;197.00;-240.00;4.472;0.054;-0.216;0.9910;0.3210;-0.1070;297.466.310;47.023.232;15.232
3542574;K03628.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;1;0;1;3.471.400.450;;;1.337.507.440;;;;;;155.000;;;;;;;;;;;;493.28;0.00;0.00;;1;q1_q17_dr25_tce;;;;;;;;;;290.859.310;38.636.593;19.033
3544694;K03629.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;1;0;0;1.922.862.476;1,01E+01;-1,01E+01;1.327.357.020;5,98E+02;-5,98E+02;10.010;0.0360;-0.0400;345.940;0.01170;-0.01170;1,01E+09;3,54E+05;-3,54E+05;70.65;2,14E+04;-1,43E+04;1827.0;;;2631.95;2364.39;-1180.51;362.10;1;q1_q17_dr25_tce;6408.00;181.00;-227.00;4.246;0.153;-0.187;13.030;0.3950;-0.2630;291.446.260;38.639.778;15.925
11521793;K00352.02;Kepler-143 b;CONFIRMED;CANDIDATE;0.9980;0;0;0;0;16.007.472.370;5,26E+02;-5,26E+02;1.426.378.700;2,63E+03;-2,63E+03;0.9750;0.0060;-0.7700;126.700;0.10500;-0.10500;2,78E+06;2,67E+04;-2,67E+04;2.99;4,80E+02;-5,90E+02;838.0;;;116.46;51.84;-47.04;14.70;2;q1_q17_dr25_tce;5857.00;105.00;-117.00;4.204;0.176;-0.108;13.050;0.2090;-0.2560;298.067.690;49.412.601;13.770
9085563;K03393.01;Kepler-1486 b;CONFIRMED;CANDIDATE;0.9660;0;0;0;0;54.649.367.900;9,71E+03;-9,71E+03;1.760.447.000;1,64E+04;-1,64E+04;0.0180;0.4300;-0.0180;796.200;0.33000;-0.33000;4,33E+06;3,28E+04;-3,28E+04;2.64;4,40E+02;-4,50E+02;538.0;;;19.86;8.73;-6.83;15.10;1;q1_q17_dr25_tce;5751.00;78.00;-78.00;4.234;0.149;-0.108;12.820;0.2150;-0.2150;290.590.390;45.439.709;15.335
11337372;K01650.02;Kepler-920 c;CONFIRMED;CANDIDATE;10.000;0;0;0;0;100.827.672.500;7,99E+03;-7,99E+03;2.163.875.700;7,20E+03;-7,20E+03;0.6760;0.2330;-0.4510;839.000;0.18000;-0.18000;1,78E+07;4,98E+04;-4,98E+04;4.35;4,30E+02;-5,70E+02;364.0;;;4.16;1.18;-1.19;36.70;2;q1_q17_dr25_tce;5301.00;85.00;-74.00;4.391;0.130;-0.070;0.9770;0.0960;-0.1280;284.296.940;49.158.680;15.280
7748487;K03394.01;;CANDIDATE;CANDIDATE;0.9970;0;0;0;0;15.576.406.100;1,82E+03;-1,82E+03;1.359.482.000;1,09E+04;-1,09E+04;0.5650;0.3960;-0.3430;538.200;0.27800;-0.27800;2,57E+06;2,10E+04;-2,10E+04;1.79;5,50E+02;-1,90E+02;793.0;;;93.42;87.34;-28.68;14.10;1;q1_q17_dr25_tce;6214.00;186.00;-224.00;4.442;0.052;-0.208;10.760;0.3350;-0.1120;290.236.020;43.470.650;15.491
3219037;K03395.01;;CANDIDATE;CANDIDATE;10.000;0;0;0;0;10.005.069.740;9,31E+02;-9,31E+02;1.368.302.900;8,53E+03;-8,53E+03;0.1480;0.3050;-0.1480;348.100;0.24400;-0.24400;1,43E+06;1,41E+04;-1,41E+04;1.11;3,00E+02;-1,50E+02;849.0;;;122.48;99.12;-41.68;11.40;1;q1_q17_dr25_tce;5912.00;158.00;-175.00;4.453;0.098;-0.182;0.9240;0.2550;-0.1270;286.540.410;38.332.600;14.634
5952448;K07753.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;1;1;1;0.905675699;9,01E+01;-9,01E+01;1.322.006.600;8,46E+03;-8,46E+03;0.0080;0.4500;-0.0080;170.100;0.26400;-0.26400;7,32E+05;1,10E+04;-1,10E+04;0.77;2,30E+02;-8,00E+01;1780.0;;;2374.98;2162.04;-696.89;10.20;1;q1_q17_dr25_tce;5730.00;173.00;-190.00;4.518;0.048;-0.204;0.9030;0.2730;-0.0910;289.297.000;41.285.488;15.384
5710069;K03396.01;;CANDIDATE;CANDIDATE;0.9510;0;0;0;0;36.258.074.900;5,01E+03;-5,01E+03;1.468.338.000;1,21E+04;-1,21E+04;0.7860;0.1890;-0.5310;591.700;0.37700;-0.37700;3,80E+06;3,51E+04;-3,51E+04;1.82;4,30E+02;-1,50E+02;516.0;;;16.70;11.45;-4.28;12.50;1;q1_q17_dr25_tce;5818.00;145.00;-174.00;4.554;0.040;-0.160;0.8480;0.2000;-0.0710;293.224.400;40.931.931;15.553
9967009;K03462.01;;CANDIDATE;CANDIDATE;0.8420;0;0;0;0;12.432.699.700;3,13E+03;-3,13E+03;1.421.049.000;1,94E+04;-1,94E+04;0.2120;0.2520;-0.2120;781.000;0.54900;-0.54900;2,40E+06;2,32E+04;-2,32E+04;1.88;3,20E+02;-3,90E+02;839.0;;;117.17;53.30;-47.29;11.50;1;q1_q17_dr25_tce;5480.00;82.00;-65.00;4.220;0.192;-0.112;12.290;0.2100;-0.2570;297.701.970;46.823.318;15.916
9967009;K03462.02;;CANDIDATE;CANDIDATE;0.9000;0;0;0;0;30.990.299.700;8,93E+03;-8,93E+03;1.414.410.000;2,30E+04;-2,30E+04;0.3970;0.0590;-0.3970;945.400;0.83600;-0.83600;3,22E+06;3,34E+04;-3,34E+04;2.21;3,70E+02;-4,70E+02;619.0;;;34.68;15.77;-14.00;10.70;2;q1_q17_dr25_tce;5480.00;82.00;-65.00;4.220;0.192;-0.112;12.290;0.2100;-0.2570;297.701.970;46.823.318;15.916
11874338;K03464.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;1;0;0;15.975.041.700;4,64E+02;-4,64E+02;1.357.153.300;2,43E+03;-2,43E+03;12.110;727.700;-22.200;354.900;0.13200;-0.13200;6,44E+06;2,09E+04;-2,09E+04;90.37;2,94E+04;-5,47E+04;1143.0;;;403.20;404.27;-348.31;37.50;1;q1_q17_dr25_tce;5220.00;173.00;-173.00;3.520;0.888;-0.222;34.560;11.260;-20.920;296.672.000;50.150.108;13.933
9763612;K03465.01;Kepler-1507 b;CONFIRMED;CANDIDATE;0.0000;0;0;0;0;16.050.546.400;1,39E+03;-1,39E+03;1.417.340.800;5,82E+03;-5,82E+03;0.1350;0.3210;-0.1350;317.100;0.19400;-0.19400;9,44E+05;7,50E+03;-7,50E+03;0.81;7,00E+01;-3,00E+01;630.0;;;37.12;8.33;-4.97;14.60;1;q1_q17_dr25_tce;5428.00;73.00;-81.00;4.563;0.014;-0.068;0.8530;0.0660;-0.0350;288.561.520;46.536.049;13.136
6199716;K07771.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;0;1;1;0.805267592;4,45E+01;-4,45E+01;1.320.912.800;5,40E+03;-5,40E+03;0.0820;0.4110;-0.0820;0.88700;0.29000;-0.29000;1,47E+06;2,29E+04;-2,29E+04;1.35;4,10E+02;-1,70E+02;2165.0;;;5216.79;4688.98;-1822.99;9.80;1;q1_q17_dr25_tce;6268.00;174.00;-261.00;4.429;0.052;-0.195;11.000;0.3350;-0.1340;290.130.070;41.599.800;15.881
9468384;K03466.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;1;0;0;11.082.622.625;2,14E+01;-2,14E+01;7.461.967.676;9,32E+01;-9,32E+01;0.2070;0.0060;-0.0060;662.584;0.00616;-0.00616;2,69E+09;2,08E+05;-2,08E+05;48.38;1,52E+04;-5,04E+03;793.0;;;93.67;86.76;-28.47;1725.60;1;q1_q17_dr25_tce;5831.00;163.00;-204.00;4.503;0.052;-0.208;0.9220;0.2890;-0.0960;293.252.810;46.051.628;16.411
8868364;K03541.01;;FALSE POSITIVE;FALSE POSITIVE;0.4500;0;1;0;0;421.428.481.940;2,88E+02;-2,88E+02;2.622.889.053;5,40E+01;-5,40E+01;0.3560;0.0020;-0.0030;860.447;0.00444;-0.00444;9,67E+08;3,80E+04;-3,80E+04;54.16;1,52E+04;-1,86E+04;335.0;;;2.97;2.55;-1.88;3162.00;1;q1_q17_dr25_tce;6235.00;199.00;-243.00;4.034;0.336;-0.144;17.080;0.4800;-0.5860;284.257.200;45.118.668;13.769
10092312;K01823.02;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;1;1;1;1.096.587.245;1,42E+01;-1,42E+01;1.325.142.100;1,11E+03;-1,11E+03;26.230;14.410;-0.0400;302.870;0.05890;-0.05890;5,41E+06;1,02E+04;-1,02E+04;168.68;4,89E+04;-1,63E+04;1726.0;;;2096.50;1741.24;-610.22;67.10;2;q1_q17_dr25_tce;5869.00;142.00;-203.00;4.513;0.036;-0.204;0.9420;0.2730;-0.0910;297.787.750;47.098.331;13.954
3964545;K03542.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;1;0;0;3.012.476.415;1,42E+00;-1,42E+00;1.322.466.206;4,18E+01;-4,18E+01;0.7080;0.2470;-0.0410;331.903;0.00589;-0.00589;1,98E+09;1,43E+05;-1,43E+05;58.77;1,72E+04;-1,15E+04;1388.0;;;879.89;786.52;-386.88;2060.30;1;q1_q17_dr25_tce;6015.00;190.00;-212.00;4.329;0.162;-0.180;10.880;0.3190;-0.2130;294.140.010;39.089.870;14.776
9656397;K03543.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;1;0;0;204.741.047.580;6,07E+02;-6,07E+02;2.028.713.140;2,21E+02;-2,21E+02;0.5960;0.0050;-0.0090;2.053.570;0.01320;-0.01320;3,34E+09;1,93E+05;-1,93E+05;97.39;2,97E+04;-1,98E+04;404.0;;;6.30;5.49;-2.80;2000.20;1;q1_q17_dr25_tce;6517.00;155.00;-214.00;4.211;0.153;-0.187;14.400;0.4390;-0.2930;294.709.260;46.384.720;13.841
5444491;K07727.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;0;1;1;0.759740194;8,52E+01;-8,52E+01;1.318.200.100;8,25E+03;-8,25E+03;0.4970;0.4880;-0.2920;325.200;0.30500;-0.30500;4,25E+05;4,10E+03;-4,10E+03;0.67;1,60E+02;-7,00E+01;2059.0;;;4245.86;2989.16;-1270.80;13.70;1;q1_q17_dr25_tce;6046.00;169.00;-211.00;4.478;0.042;-0.168;10.070;0.2370;-0.1020;290.552.550;40.688.759;14.920
3735629;K03544.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;1;0;0;4.664.186.517;1,68E+01;-1,68E+01;1.336.706.680;3,80E+02;-3,80E+02;0.2900;0.0130;-0.0150;406.390;0.01020;-0.01020;5,55E+09;1,62E+06;-1,62E+06;278.81;9,46E+04;-1,76E+05;1683.0;;;1896.44;2053.88;-1670.82;445.70;1;q1_q17_dr25_tce;5062.00;193.00;-176.00;3.515;0.904;-0.226;35.790;12.140;-22.540;287.987.950;38.891.750;16.144
8244173;K03545.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;1;0;0;1.092.066.399;9,10E-01;-9,10E-01;1.321.028.432;7,53E+01;-7,53E+01;0.4880;0.0120;-0.0130;297.608;0.00365;-0.00365;4,02E+09;4,03E+05;-4,03E+05;40.74;3,32E+03;-3,32E+03;1164.0;;;432.44;148.35;-116.29;1160.60;1;q1_q17_dr25_tce;4556.00;160.00;-160.00;4.670;0.054;-0.032;0.5760;0.0470;-0.0470;295.506.100;44.110.538;15.896
6546508;K03613.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;1;0;0;3.053.578.643;4,38E+00;-4,38E+00;1.338.788.430;1,30E+02;-1,30E+02;11.100;0.0250;-0.0270;322.884;0.00541;-0.00541;5,29E+08;9,67E+04;-9,67E+04;35.35;6,08E+03;-2,83E+03;1035.0;;;271.46;161.69;-71.76;661.40;1;q1_q17_dr25_tce;5414.00;206.00;-187.00;4.625;0.035;-0.105;0.7140;0.1230;-0.0570;298.131.410;41.950.989;15.740
9886224;K03614.01;;FALSE POSITIVE;FALSE POSITIVE;0.0120;0;1;0;0;2.992.662.857;1,66E+01;-1,66E+01;1.318.932.190;6,26E+02;-6,26E+02;0.0010;0.1470;-0.0010;252.580;0.01260;-0.01260;1,14E+09;4,61E+05;-4,61E+05;60.35;3,62E+04;-3,62E+04;1476.0;;;1123.54;2224.56;-965.69;296.80;1;q1_q17_dr25_tce;4927.00;190.00;-155.00;3.883;0.728;-0.312;18.370;11.030;-11.030;289.856.900;46.789.928;16.328
3735634;K03615.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;1;1;1;4.664.188.563;1,46E+01;-1,46E+01;1.336.702.440;2,59E+02;-2,59E+02;12.540;0.0860;-0.0690;377.300;0.01430;-0.01430;1,14E+08;5,26E+04;-5,26E+04;52.09;1,56E+04;-1,57E+04;1221.0;;;525.46;475.36;-295.14;272.60;1;q1_q17_dr25_tce;5699.00;172.00;-155.00;4.192;0.306;-0.204;12.150;0.3650;-0.3650;287.989.590;38.890.381;13.915
5730380;K07738.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;1;1;0;0.954873008;;;1.318.519.830;;;0.5780;;;106.130;;;3,30E+05;;;0.81;1,70E+02;-2,40E+02;2325.0;;;6913.47;4122.85;-3851.30;1.50;1;q1_q17_dr25_tce;6092.00;164.00;-164.00;4.114;0.280;-0.120;13.630;0.2700;-0.4050;298.058.320;40.943.069;11.800
6058875;K03616.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;1;0;0;0.564934120;3,60E-01;-3,60E-01;1.317.871.403;5,67E+01;-5,67E+01;0.6910;0.0130;-0.0130;257.621;0.00307;-0.00307;2,53E+09;2,26E+05;-2,26E+05;33.40;2,13E+03;-2,12E+03;1458.0;;;1071.88;320.68;-270.27;1361.50;1;q1_q17_dr25_tce;4748.00;167.00;-185.00;4.729;0.039;-0.032;0.5340;0.0340;-0.0340;296.370.360;41.390.469;15.839
10735564;K03617.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;1;0;0;1.674.984.844;3,49E+00;-3,49E+00;1.317.930.340;1,97E+02;-1,97E+02;0.7310;0.0110;-0.0180;492.134;0.00828;-0.00828;2,35E+09;3,22E+05;-3,22E+05;150.48;2,75E+04;-4,72E+04;3055.0;;;20561.29;11083.15;-12489.94;858.80;1;q1_q17_dr25_tce;8285.00;200.00;-371.00;3.971;0.221;-0.136;24.510;0.4480;-0.7680;293.574.370;48.007.439;14.567
6200810;K03397.01;;CANDIDATE;CANDIDATE;0.9690;0;0;0;0;35.875.448.200;3,95E+03;-3,95E+03;1.475.086.000;1,01E+04;-1,01E+04;0.0260;0.4240;-0.0260;397.200;0.27800;-0.27800;3,67E+06;3,37E+04;-3,37E+04;2.35;7,40E+02;-3,00E+02;668.0;;;47.15;42.33;-16.26;12.60;1;q1_q17_dr25_tce;6559.00;158.00;-248.00;4.357;0.065;-0.182;12.180;0.3820;-0.1530;290.449.280;41.535.789;15.353
3561464;K03398.01;Kepler-1487 b;CONFIRMED;CANDIDATE;0.0020;0;0;0;0;7.319.452.940;6,16E+02;-6,16E+02;1.372.206.500;7,39E+03;-7,39E+03;0.1120;0.3420;-0.1120;488.100;0.22800;-0.22800;1,67E+06;1,11E+04;-1,11E+04;5.05;8,70E+02;-1,76E+03;1682.0;;;1891.07;874.75;-1129.21;16.30;2;q1_q17_dr25_tce;5745.00;86.00;-77.00;3.499;0.259;-0.129;39.550;0.6880;-13.760;295.498.110;38.644.501;13.489
3561464;K03398.02;;CANDIDATE;CANDIDATE;0.9960;0;0;0;0;35.800.711.200;3,71E+03;-3,71E+03;1.449.216.900;9,35E+03;-9,35E+03;0.0430;0.4020;-0.0430;821.900;0.20800;-0.20800;4,17E+06;1,75E+04;-1,75E+04;7.97;1,39E+03;-2,77E+03;991.0;;;227.68;105.32;-135.95;25.00;1;q1_q17_dr25_tce;5745.00;86.00;-77.00;3.499;0.259;-0.129;39.550;0.6880;-13.760;295.498.110;38.644.501;13.489
5962509;K07754.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;0;1;1;0.790049989;8,35E+01;-8,35E+01;1.321.114.800;8,86E+03;-8,86E+03;0.1850;0.2870;-0.1850;279.400;0.30800;-0.30800;7,08E+05;7,00E+03;-7,00E+03;0.67;1,30E+02;-6,00E+01;1724.0;;;2082.67;1190.00;-580.89;12.30;1;q1_q17_dr25_tce;5427.00;162.00;-162.00;4.530;0.063;-0.117;0.8080;0.1470;-0.0790;292.538.090;41.206.612;15.530
3561464;K03398.03;;CANDIDATE;CANDIDATE;0.9940;0;0;0;0;4.327.105.790;6,05E+02;-6,05E+02;1.315.891.000;1,25E+04;-1,25E+04;0.0250;0.4260;-0.0250;387.200;0.31400;-0.31400;8,41E+05;1,00E+04;-1,00E+04;3.58;6,20E+02;-1,25E+03;2004.0;;;3805.87;1760.47;-2272.59;9.50;3;q1_q17_dr25_tce;5745.00;86.00;-77.00;3.499;0.259;-0.129;39.550;0.6880;-13.760;295.498.110;38.644.501;13.489
6359802;K03399.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;1;1;1;14.154.026.150;8,08E+02;-8,08E+02;1.441.768.500;5,07E+03;-5,07E+03;11.990;695.000;-14.320;411.500;0.20300;-0.20300;2,17E+08;1,02E+06;-1,02E+06;29.61;1,88E+03;-2,60E+03;495.0;;;14.25;4.26;-3.97;23.90;1;q1_q17_dr25_tce;4352.00;153.00;-153.00;4.610;0.052;-0.021;0.6610;0.0420;-0.0580;290.354.430;41.769.180;15.056
7121885;K03467.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;1;0;0;33.937.542.130;1,12E+02;-1,12E+02;1.471.824.010;3,04E+02;-3,04E+02;19.790;0.5110;-0.2200;1.116.770;0.02300;-0.02300;3,30E+08;3,87E+04;-3,87E+04;138.25;4,75E+04;-1,91E+04;618.0;;;34.42;35.81;-12.84;1112.00;1;q1_q17_dr25_tce;6220.00;194.00;-259.00;4.414;0.072;-0.217;10.660;0.3660;-0.1470;293.030.670;42.635.220;15.191
5213404;K03468.01;Kepler-1508 b;CONFIRMED;CANDIDATE;0.9990;0;0;0;0;20.705.715.300;7,60E+03;-7,60E+03;1.399.803.000;2,22E+04;-2,22E+04;0.9220;0.0460;-0.6510;967.800;0.57700;-0.57700;1,16E+06;9,90E+03;-9,90E+03;3.22;5,60E+02;-1,04E+03;967.0;;;206.73;95.46;-116.73;13.50;1;q1_q17_dr25_tce;5668.00;85.00;-76.00;3.792;0.255;-0.102;24.370;0.4230;-0.7850;298.118.870;40.375.050;14.276
4844470;K03469.01;;CANDIDATE;CANDIDATE;0.9550;0;0;0;0;60.532.988.000;4,56E+03;-4,56E+03;1.345.746.100;5,54E+03;-5,54E+03;0.6180;0.3030;-0.4020;708.600;0.17900;-0.17900;4,68E+06;2,23E+04;-2,23E+04;1.91;5,30E+02;-1,70E+02;420.0;;;7.36;6.01;-1.85;23.80;1;q1_q17_dr25_tce;5631.00;152.00;-152.00;4.557;0.035;-0.184;0.8470;0.2350;-0.0730;294.250.370;39.943.939;14.196
6205566;K07772.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;1;0;1;1;3.722.867.900;1,36E+03;-1,36E+03;1.346.350.000;3,41E+04;-3,41E+04;0.8000;0.1810;-0.5730;955.700;0.89300;-0.89300;5,21E+05;6,20E+03;-6,20E+03;0.74;2,10E+02;-7,00E+01;1182.0;;;461.27;384.21;-130.76;9.80;1;q1_q17_dr25_tce;6046.00;163.00;-199.00;4.509;0.048;-0.192;0.9270;0.2630;-0.0880;292.017.210;41.562.809;15.202
11551692;K01781.03;Kepler-411 d;CONFIRMED;CANDIDATE;0.9670;0;0;0;0;58.019.858.300;1,43E+03;-1,43E+03;1.518.500.700;1,88E+03;-1,88E+03;0.9510;0.0140;-0.0110;534.800;0.18200;-0.18200;1,29E+07;3,48E+04;-3,48E+04;3.46;2,90E+02;-1,00E+02;354.0;;;3.70;0.99;-0.49;66.00;3;q1_q17_dr25_tce;4920.00;98.00;-98.00;4.620;0.010;-0.059;0.7200;0.0590;-0.0220;287.605.590;49.523.258;12.231
9995771;K03470.01;;CANDIDATE;CANDIDATE;0.7330;0;0;0;0;15.061.783.500;2,65E+03;-2,65E+03;1.401.111.000;1,60E+04;-1,60E+04;0.1140;0.3350;-0.1140;631.000;0.29900;-0.29900;1,97E+06;1,79E+04;-1,79E+04;1.61;2,70E+02;-2,10E+02;794.0;;;94.08;41.79;-26.28;12.10;2;q1_q17_dr25_tce;5806.00;78.00;-78.00;4.321;0.115;-0.115;11.580;0.1970;-0.1480;283.797.820;46.931.000;15.386
7287391;K03546.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;1;0;0;4.286.103.033;1,01E+01;-1,01E+01;1.345.907.770;2,11E+02;-2,11E+02;0.5440;0.0110;-0.0150;264.220;0.01310;-0.01310;1,73E+09;7,86E+05;-7,86E+05;25.80;2,10E+03;-2,92E+03;686.0;;;52.42;17.82;-17.17;397.10;1;q1_q17_dr25_tce;4206.00;146.00;-161.00;4.663;0.054;-0.027;0.5910;0.0480;-0.0670;293.463.560;42.884.060;15.295
6756202;K03547.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;1;0;0;290.777.871.900;5,29E+02;-5,29E+02;3.935.113.870;1,20E+02;-1,20E+02;0.7610;0.0310;-0.0410;1.205.250;0.01070;-0.01070;2,26E+09;1,50E+05;-1,50E+05;45.27;6,05E+03;-4,07E+03;222.0;;;0.58;0.25;-0.15;1836.80;1;q1_q17_dr25_tce;5207.00;154.00;-138.00;4.585;0.048;-0.072;0.7340;0.0980;-0.0660;283.898.620;42.299.992;14.282
10215869;K03548.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;1;0;0;5.017.239.915;1,49E+01;-1,49E+01;1.344.901.360;1,95E+02;-1,95E+02;0.1910;0.0160;-0.0180;436.126;0.00841;-0.00841;1,45E+09;1,87E+05;-1,87E+05;41.75;1,31E+04;-4,68E+03;1229.0;;;538.77;499.44;-175.56;970.90;1;q1_q17_dr25_tce;6519.00;181.00;-250.00;4.410;0.070;-0.210;10.790;0.3390;-0.1210;294.923.710;47.249.989;14.115
5456319;K07728.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;0;1;0;0.937923475;9,47E+01;-9,47E+01;1.323.450.100;7,87E+03;-7,87E+03;0.5150;0.0390;-0.4540;316.400;0.21800;-0.21800;4,04E+05;4,30E+03;-4,30E+03;0.52;1,00E+02;-4,00E+01;1588.0;;;1503.05;859.60;-370.86;12.00;1;q1_q17_dr25_tce;5398.00;160.00;-160.00;4.580;0.030;-0.127;0.8050;0.1470;-0.0630;294.116.490;40.681.061;14.403
2307206;K03549.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;1;0;0;204.032.934.200;1,60E+03;-1,60E+03;2.535.366.260;3,95E+02;-3,95E+02;0.4900;0.0140;-0.0140;1.756.230;0.02310;-0.02310;4,11E+09;5,04E+05;-5,04E+05;57.35;1,25E+04;-4,98E+03;272.0;;;1.29;0.87;-0.34;884.90;1;q1_q17_dr25_tce;5553.00;166.00;-166.00;4.577;0.036;-0.144;0.8060;0.1760;-0.0700;292.376.160;37.657.459;15.734
7025540;K03550.01;;FALSE POSITIVE;FALSE POSITIVE;0.0000;0;1;0;0;2.148.219.541;3,17E+00;-3,17E+00;1.327.667.300;1,32E+02;-1,32E+02;0.4240;0.0190;-0.0210;294.091;0.00660;-0.00660;4,58E+09;8,45E+05;-8,45E+05;49.60;3,91E+03;-4,80E+03;1009.0;;;244.99;83.23;-72.22;619.80;1;q1_q17_dr25_tce;4694.00;168.00;-168.00;4.600;0.059;-0.032;0.6720;0.0530;-0.0650;289.252.810;42.562.611;15.783
