mission,koi_id,koi_name,koi_time0bk,koi_period,koi_duration,koi_is_planet
Kepler,9838468,K02943.01,175.403070,54.409961,0.388083,1
Kepler,6781548,K02944.01,138.833060,9.122093,0.181125,0
Kepler,11401755,K00277.02,141.649140,13.849846,0.303262,1
Kepler,7673192,K02722.01,134.938030,6.124798,0.144417,1
Kepler,7673192,K02722.02,136.320840,11.242848,0.176708,1
Kepler,7673192,K02722.03,133.767740,4.028771,0.132208,1
Kepler,7673192,K02722.04,137.490710,8.921143,0.163875,1
Kepler,11807274,K00262.01,172.613800,7.812859,0.170750,1
Kepler,6697756,K02798.01,132.022210,0.916142,0.048146,1
Kepler,5649833,K02799.01,131.953860,0.597933,0.079917,0
Kepler,10518399,K02800.01,132.993720,2.696365,0.162167,0
Kepler,7136729,K02872.01,133.383650,3.173194,0.104667,0
Kepler,6364276,K02873.01,132.710900,5.243683,0.453042,0
Kepler,5108946,K02955.01,131.744060,0.591280,0.048567,0
Kepler,8801316,K02956.01,135.277240,3.937668,0.193958,1
Kepler,10876237,K02960.01,132.328010,1.465943,0.063042,0
Kepler,12314973,K00279.01,176.706265,28.454891,0.339971,1
Kepler,5308387,K02724.01,132.100510,0.620740,0.103208,0
Kepler,6233573,K02725.01,131.497880,0.587471,0.101592,0
Kepler,10363281,K02726.01,132.178460,0.934925,0.085500,0
Kepler,4861527,K02727.01,156.667090,25.705456,0.252458,0
Kepler,5307568,K02804.01,131.623430,2.628381,0.133042,0
Kepler,11135308,K02805.01,132.261310,1.877879,0.099583,1
Kepler,6521045,K00041.03,153.982490,35.333193,0.248583,1
Kepler,8077137,K00274.01,175.953710,15.089642,0.180621,1
Kepler,7019524,K02877.01,134.250610,5.308740,0.125750,1
Kepler,9825174,K02880.01,131.911630,0.740926,0.042346,1
Kepler,8429415,K02965.01,132.047520,1.352565,0.144542,0
Kepler,5014903,K02966.01,136.193870,7.727688,0.085833,0
Kepler,8560804,K02969.01,133.882180,31.972950,0.392083,0
Kepler,12008872,K02729.01,141.954320,14.887766,0.207542,1
Kepler,8415200,K02730.01,133.218040,4.521586,0.144592,1
Kepler,4072333,K02731.01,132.578430,2.007751,0.086313,0
Kepler,9886361,K02732.01,134.452500,7.031463,0.246750,1
Kepler,9886361,K02732.03,140.716390,54.281195,0.229875,1
Kepler,3730335,K02808.01,131.822960,0.596088,0.029829,0
Kepler,6528464,K00270.01,175.021290,12.582298,0.265625,1
Kepler,7428316,K02809.01,137.428070,7.126847,0.132458,0
Kepler,10275766,K02810.01,131.860760,0.661750,0.171333,0
Kepler,10275766,K02810.02,156.994700,354.951180,0.542500,0
Kepler,6370120,K02811.01,131.643210,1.354770,0.067417,0
Kepler,5642620,K02882.02,131.573780,0.493394,0.047162,0
Kepler,5209845,K02883.01,140.262260,11.954019,0.110667,1
Kepler,9652649,K02884.01,132.117660,2.488830,0.177833,0
Kepler,11100670,K02885.01,141.386220,20.234022,0.153083,0
Kepler,6129524,K02886.01,131.688690,0.881843,0.054654,1
Kepler,5794570,K02675.01,132.490880,5.448321,0.092554,1
Kepler,5649325,K02676.01,167.739740,195.613824,0.990708,0
Kepler,6779260,K02678.01,131.634820,3.833088,0.062917,1
Kepler,11807274,K00262.02,136.953190,9.376637,0.087637,1
Kepler,10842192,K02736.01,140.678930,9.336481,0.106038,1
Kepler,2442448,K02812.01,153.793010,76.613945,0.425833,1
Kepler,9665922,K02815.01,132.630590,1.545389,0.126542,0
Kepler,11283615,K02816.01,131.890570,1.289590,0.056421,1
Kepler,7605093,K02817.01,131.894760,0.634003,0.038363,1
Kepler,3859363,K02887.01,131.640810,1.568590,0.482958,0
Kepler,8077137,K00274.02,153.375410,22.803025,0.198667,1
Kepler,12023078,K02888.01,131.990423,0.623442,0.058554,0
Kepler,6364162,K02889.01,132.724200,5.243646,0.707667,0
Kepler,11231334,K00258.01,172.504640,4.157439,0.398833,0
Kepler,6878240,K02681.01,233.692300,135.497826,0.282042,1
Kepler,6878240,K02681.02,149.433260,22.250851,0.072708,1
Kepler,2436378,K02682.01,136.277630,8.531619,0.123317,0
Kepler,6614629,K02737.01,131.499080,0.526615,0.044092,0
Kepler,6630943,K02738.01,131.730100,0.690406,0.072529,0
Kepler,4831728,K02739.01,135.103200,10.107738,0.159500,1
Kepler,3336765,K02740.01,132.161670,1.844857,0.068987,0
Kepler,4270565,K02819.01,139.194590,18.011676,0.250250,0
Kepler,6528464,K00270.02,162.036760,33.672807,0.342779,1
Kepler,11963206,K02820.01,131.626960,3.009125,0.092833,1
Kepler,10068024,K02891.01,132.073280,2.023126,0.053212,0
Kepler,9636563,K02892.01,139.799600,10.636095,0.145000,0
Kepler,6937402,K02894.01,141.511400,10.310823,0.234042,1
Kepler,5475641,K02895.01,132.444900,1.069843,0.219792,0
Kepler,2853828,K02896.01,131.582340,1.077468,0.088021,0
Kepler,4035667,K02684.01,132.586520,2.873647,0.070083,0
Kepler,9612825,K02685.01,133.243480,2.846518,0.176167,0
Kepler,5513893,K02741.01,131.813880,0.755103,0.120208,0
Kepler,10514430,K00263.01,184.738510,20.719272,0.168283,0
Kepler,8095441,K02743.01,140.212590,11.874577,0.082488,1
Kepler,5881813,K02744.01,190.672710,109.646995,0.273667,1
Kepler,12456601,K02745.01,146.049260,15.645887,0.164958,1
Kepler,10341917,K02823.01,131.511300,0.933752,0.264667,0
Kepler,3241604,K02824.01,132.458890,1.703365,0.071021,0
Kepler,9591070,K02825.01,131.684970,0.764174,0.097750,0
Kepler,8227661,K02826.01,132.668850,1.853739,0.075667,0
Kepler,7428736,K02827.01,132.523950,7.063219,0.100458,1
Kepler,5817986,K02897.01,132.013258,0.584310,0.090838,0
Kepler,11129258,K02898.01,137.773260,25.384175,0.149000,1
Kepler,10586004,K00275.01,176.818880,15.791966,0.303217,1
Kepler,6521045,K00041.01,122.946820,12.815904,0.266067,1
Kepler,5790807,K00259.01,207.126264,79.996233,0.263912,0
Kepler,8892303,K02688.01,133.728952,5.424749,0.047458,1
Kepler,5302643,K02746.01,145.951590,69.200231,0.236625,0
Kepler,6586746,K02747.01,132.829280,6.264048,0.099583,1
Kepler,9962455,K02748.01,142.628010,23.198585,0.409208,1
Kepler,9962455,K02748.02,137.166960,5.777213,0.102583,1
Kepler,8687088,K02749.01,132.217030,0.905037,0.059796,0
Kepler,6436029,K02828.01,146.951930,59.496901,0.225167,1
Kepler,9451706,K00271.01,172.547360,48.630381,0.295021,1
Kepler,9244508,K02830.01,168.016690,40.528988,0.441833,1
Kepler,9692557,K02831.01,131.713710,0.571941,0.037629,0
Kepler,9366886,K02901.01,131.562360,0.633514,0.053300,0
Kepler,3657176,K02903.01,141.103690,17.416614,0.101875,0
Kepler,3969687,K02904.01,141.253540,16.358348,0.410750,1
Kepler,9369366,K02905.01,144.343310,36.005441,0.135917,0
Kepler,6716545,K02906.01,142.876900,13.909354,0.281875,1
Kepler,2989706,K02692.01,132.503649,1.257689,0.034996,0
Kepler,5185897,K02693.01,133.859920,4.081412,0.096829,1
Kepler,5185897,K02693.02,142.118590,11.419419,0.137813,1
Kepler,5185897,K02693.03,136.860230,6.834407,0.094692,1
Kepler,9881077,K02751.01,135.623260,24.400438,0.124458,1
Kepler,3097346,K00264.01,170.691310,4.029810,0.138817,0
Kepler,5717567,K02752.01,132.430690,1.287622,0.034208,0
Kepler,6265792,K02753.01,132.201930,0.935116,0.067383,1
Kepler,9995402,K02832.01,132.861250,3.575514,0.098500,1
Kepler,5609593,K02834.01,234.726010,136.205112,0.232000,1
Kepler,11414465,K02836.01,133.104400,2.941943,0.085667,1
Kepler,2708885,K02907.01,132.266600,1.146935,0.071862,0
Kepler,6612284,K02908.01,132.215220,1.245353,0.089667,0
Kepler,10586004,K00275.02,208.794170,82.200124,0.442792,1
Kepler,4483138,K02910.01,145.573200,15.362605,0.155667,1
Kepler,9475552,K02694.01,131.966174,0.843380,0.060308,1
Kepler,8292840,K00260.01,172.793350,10.495663,0.197317,1
Kepler,10905911,K02754.01,132.737430,1.341556,0.068592,1
Kepler,6964929,K02756.01,131.659620,0.665026,0.073092,1
Kepler,11565924,K02837.01,142.723500,13.321915,0.258875,1
Kepler,6607357,K02838.01,134.392820,7.699945,0.184667,1
Kepler,6607357,K02838.02,135.163380,4.774660,0.158500,1
Kepler,9451706,K00271.02,209.067370,29.393372,0.293521,1
Kepler,6186964,K02839.01,131.831420,2.164571,0.053592,1
Kepler,5471202,K02911.01,141.531100,12.425834,1.171546,0
Kepler,9640439,K02912.01,132.233590,0.873227,0.033117,0
Kepler,9693006,K02913.01,132.336510,2.888786,0.124042,1
Kepler,6627507,K02697.01,131.559470,7.374533,0.156042,0
Kepler,5128673,K02698.01,168.297850,87.972423,0.609917,1
Kepler,6690836,K02699.01,132.048771,0.568875,0.050737,1
Kepler,5481148,K02701.01,135.183490,22.023514,0.080500,0
Kepler,7903086,K02761.01,131.904930,1.846861,0.069187,0
Kepler,12024120,K00265.01,169.742780,3.568100,0.133879,1
Kepler,8210018,K02762.01,258.396100,132.995550,0.309833,1
Kepler,3642289,K00301.01,171.714190,6.002548,0.173450,1
Kepler,3642289,K00301.02,141.387050,11.448658,0.206375,1
Kepler,3662838,K00302.01,173.999710,24.854665,0.382583,1
Kepler,5966322,K00303.01,173.372120,60.928189,0.263900,1
Kepler,6029239,K00304.01,174.909816,8.512038,0.091088,1
Kepler,12106929,K00359.01,171.575970,5.937206,0.203417,0
Kepler,12107021,K00360.01,135.953380,5.937200,0.164583,0
Kepler,8248939,K00061.01,181.855600,1.633454,0.159042,0
Kepler,12404954,K00361.01,171.278070,3.247549,0.104775,1
Kepler,1571511,K00362.01,177.595210,14.022451,0.336925,0
Kepler,2438070,K00363.01,171.097210,2.442945,0.167271,0
Kepler,3747262,K03005.01,132.225690,1.312459,0.060792,0
Kepler,9070666,K03008.01,131.765790,2.997929,0.183250,1
Kepler,3642335,K03010.01,179.286740,60.866097,0.183208,1
Kepler,3328052,K03011.01,132.011800,2.115479,0.152708,0
Kepler,9119568,K03087.01,133.928500,5.548680,0.194375,0
Kepler,9119568,K03087.02,132.017400,1.221741,0.310125,0
Kepler,6196457,K00285.01,179.279158,13.748831,0.254033,1
Kepler,6063220,K00305.01,171.840124,4.603575,0.097912,1
Kepler,6071903,K00306.01,178.366290,24.307843,0.108558,1
Kepler,6289257,K00307.01,176.271190,19.674097,0.156396,1
Kepler,10905239,K00046.01,170.932217,3.487689,0.159859,1
Kepler,11623629,K00365.01,211.678818,81.737872,0.278846,1
Kepler,4815520,K00367.01,177.206237,31.578651,0.088663,1
Kepler,6603043,K00368.01,197.365128,110.321673,0.556767,0
Kepler,7175184,K00369.01,174.425540,5.885274,0.081379,1
Kepler,7109851,K03012.01,131.965980,1.086486,0.034929,0
Kepler,7347246,K03014.01,134.880800,86.116089,0.252417,1
Kepler,11403530,K03015.01,133.091230,3.614603,0.134458,1
Kepler,5088536,K00282.02,139.066890,8.457449,0.137054,1
Kepler,8046689,K03092.01,137.091810,5.785427,0.094625,0
Kepler,5096590,K03093.01,137.331600,29.609905,0.309708,1
Kepler,6289257,K00307.02,131.537970,5.211046,0.139363,1
Kepler,7024222,K00309.01,170.196490,1.633108,0.062125,0
Kepler,7024511,K00311.01,175.646410,66.154496,0.289375,0
Kepler,7050989,K00312.01,175.586030,11.578909,0.113362,1
Kepler,7175184,K00369.02,135.557180,10.104631,0.098708,1
Kepler,8494142,K00370.01,203.648300,42.882480,0.406129,1
Kepler,11554435,K00063.01,177.843460,9.434142,0.117133,1
Kepler,8494142,K00370.02,151.532590,22.950623,0.186725,1
Kepler,5652983,K00371.01,244.081660,498.391282,0.255625,0
Kepler,6471021,K00372.01,253.350790,125.629148,0.379500,1
Kepler,7906671,K03018.01,156.991330,45.117853,0.155708,0
Kepler,3348285,K03021.01,131.802070,0.803836,0.058208,0
Kepler,7582689,K03097.01,137.475810,11.921603,0.208708,1
Kepler,7582689,K03097.02,138.047800,6.802579,0.192000,1
Kepler,7582689,K03097.03,140.155310,8.703122,0.200292,1
Kepler,9959589,K03098.01,132.056910,1.332558,0.251792,0
Kepler,9025922,K00043.01,177.083880,11.320296,0.191108,0
Kepler,6196457,K00285.02,147.936960,26.723169,0.354208,1
Kepler,7050989,K00312.02,131.968060,16.399265,0.142117,1
Kepler,7419318,K00313.01,177.634372,18.735771,0.126483,1
Kepler,7419318,K00313.02,179.887040,8.436398,0.135212,1
Kepler,7603200,K00314.01,177.852785,13.781095,0.096617,1
Kepler,7603200,K00314.02,171.007634,23.089022,0.070883,1
Kepler,10905239,K00046.02,132.481620,6.029772,0.165042,1
Kepler,8686097,K00374.01,236.925740,172.704608,0.472792,1
Kepler,12643589,K00376.01,211.531127,44.145990,0.141729,0
Kepler,12643589,K00376.02,178.263426,1.411627,0.045058,0
Kepler,3323887,K00377.01,182.543600,19.270826,0.172004,1
Kepler,7732285,K03023.01,134.127350,4.390496,0.125467,0
Kepler,9716391,K03025.01,141.826480,13.182933,0.149750,1
Kepler,6929841,K03026.01,134.299740,3.515755,0.057542,1
Kepler,5088536,K00282.03,201.154510,87.517779,0.106250,1
Kepler,5124254,K03099.01,140.503960,14.049818,0.121125,0
Kepler,11508644,K03101.01,133.409710,14.256327,0.199833,1
Kepler,8895758,K03106.01,132.419210,0.968981,0.063208,1
Kepler,10031500,K03107.01,132.033500,8.589562,0.411875,0
Kepler,7603200,K00314.03,133.535280,10.312822,0.083908,1
Kepler,8008067,K00316.01,184.903470,15.771111,0.210725,1
Kepler,8008067,K00316.02,481.269420,157.065998,0.338704,1
Kepler,3323887,K00377.02,175.425847,38.907875,0.188629,1
Kepler,3323887,K00377.03,182.089240,1.592960,0.080471,1
Kepler,2449074,K00378.01,173.751920,4.944022,0.169250,0
Kepler,2446113,K00379.01,170.997330,6.717256,0.105029,0
Kepler,9838804,K03028.01,132.038350,1.332570,0.121458,0
Kepler,5524881,K03030.01,136.030080,7.195526,0.170625,0
Kepler,11572193,K03109.01,140.591360,10.676159,0.191417,1
Kepler,11285870,K03110.01,135.018360,4.484943,0.114667,1
Kepler,6196457,K00285.03,134.295330,49.356791,0.456417,1
Kepler,8121310,K00317.01,206.359650,22.208095,0.305529,1
Kepler,8156120,K00318.01,174.848680,38.583368,0.516292,1
Kepler,8700558,K00320.01,173.516790,4.791799,0.122013,0
Kepler,8753657,K00321.01,170.455517,2.426304,0.110933,1
Kepler,3847708,K00389.01,171.706260,3.741232,0.102875,0
Kepler,3849155,K00390.01,170.604205,1.168310,0.054583,0
Kepler,3858804,K00391.01,174.842750,25.952548,0.888667,0
Kepler,3942670,K00392.01,171.336960,33.416055,0.358542,1
Kepler,3942670,K00392.02,138.118900,12.611968,0.265500,1
Kepler,10585738,K03032.01,131.688720,0.636425,0.039458,1
Kepler,7186665,K03033.01,137.228540,8.559353,0.179292,0
Kepler,6388770,K03035.01,134.094000,21.341970,0.447083,0
Kepler,7676423,K03113.01,133.616050,2.460501,0.077542,1
Kepler,11714231,K03115.01,136.356470,5.866013,0.166042,1
Kepler,11720424,K03116.01,150.539400,23.910706,0.208167,1
Kepler,7837302,K00048.01,173.775943,23.836809,0.251189,0
Kepler,8753657,K00321.02,132.370830,4.623345,0.125787,1
Kepler,8948424,K00322.01,173.582863,5.888835,0.158283,0
Kepler,9139084,K00323.01,169.874460,5.835995,0.085917,1
Kepler,9641041,K00324.01,171.230501,1.089078,0.102817,0
Kepler,9724984,K00325.01,171.002990,7.863359,0.142929,0
Kepler,2452450,K00380.01,170.810440,8.097058,0.237458,0
Kepler,3230578,K00381.01,170.189414,6.337614,0.072583,0
Kepler,3231137,K00382.01,172.371930,3.900140,0.157083,0
Kepler,3353050,K00384.01,174.428530,5.080058,0.216958,1
Kepler,3446746,K00385.01,174.846700,13.144967,0.151663,1
Kepler,5695396,K00283.01,170.598832,16.091964,0.120596,1
Kepler,5217891,K03036.01,189.179100,161.239891,1.019667,0
Kepler,8051946,K03038.01,132.660250,1.495151,0.142917,1
Kepler,5445681,K03039.01,142.758800,20.350470,0.301042,1
Kepler,11499192,K03120.01,133.537630,4.135929,0.099042,1
Kepler,12416661,K03122.01,134.958800,8.053379,0.224250,1
Kepler,8258171,K00286.01,173.650960,23.627222,0.329167,0
Kepler,9880467,K00326.01,171.030750,8.973500,0.130867,0
Kepler,9880467,K00326.02,151.127500,108.546946,0.315292,0
Kepler,9881662,K00327.01,172.662560,3.254278,0.124596,1
Kepler,9881662,K00327.02,189.600820,91.351482,0.362792,1
Kepler,9895004,K00328.01,170.321819,2.250827,0.064000,0
Kepler,3656121,K00386.01,173.903550,31.158825,0.215846,1
Kepler,10620329,K00066.01,170.702041,0.436283,0.058283,0
Kepler,3656121,K00386.02,200.672200,76.732456,0.260125,1
Kepler,3733628,K00387.01,182.864454,13.899632,0.149129,1
Kepler,4076976,K03124.01,133.705000,4.880781,0.391667,0
Kepler,8751796,K03125.01,133.090660,4.453424,0.152250,1
Kepler,7097534,K03126.01,132.564070,2.213967,0.182250,0
Kepler,9907129,K03127.01,140.370900,9.705693,0.320917,1
Kepler,9527334,K00049.01,175.991370,8.313773,0.123500,1
Kepler,10031885,K00329.01,174.962500,8.589696,0.352958,0
Kepler,11361646,K00330.01,174.527180,7.974206,0.222929,1
Kepler,11361646,K00330.02,132.095170,1.888990,0.145250,1
Kepler,10285631,K00331.01,170.832450,18.684057,0.288871,1
Kepler,3964109,K00393.01,176.249910,21.416241,0.295042,1
Kepler,4159347,K00394.01,174.366520,12.283513,0.151417,0
Kepler,3544595,K00069.01,134.926396,4.726740,0.121946,1
Kepler,4165960,K00395.01,171.011800,6.774495,0.105900,0
Kepler,4376644,K00397.01,173.796579,27.677680,0.090433,0
Kepler,9301506,K03047.01,131.755930,0.605223,0.037442,0
Kepler,5695396,K00283.02,154.416500,25.517274,0.197292,1
Kepler,6263593,K03049.01,136.823360,22.476595,0.143208,1
Kepler,6964159,K03129.01,139.357800,25.503628,0.163042,0
Kepler,11455181,K03131.01,141.503400,10.929481,0.245542,1
Kepler,10290666,K00332.01,172.088570,5.458499,0.168533,1
Kepler,10337258,K00333.01,169.860520,13.285365,0.261792,1
Kepler,10383687,K00334.01,176.925050,8.487944,0.134333,0
Kepler,10470206,K00335.01,196.311730,46.566754,0.326292,0
Kepler,10518725,K00336.01,132.607570,19.514841,0.129000,0
Kepler,12314973,K00279.02,136.943240,15.413081,0.276492,1
Kepler,5091016,K02973.01,134.965010,5.765567,0.130750,0
Kepler,2716801,K03053.01,136.127400,42.521701,0.238458,1
Kepler,7281454,K03055.01,131.820389,0.566806,0.217988,0
Kepler,7216284,K03056.01,134.146800,6.699589,0.117958,1
Kepler,8703887,K00287.01,175.607750,14.170973,0.155483,0
Kepler,9899352,K03135.01,132.050880,1.332563,0.260000,0
Kepler,5440317,K03141.01,131.939250,2.319416,0.066292,1
Kepler,10545066,K00337.01,177.720130,19.783026,0.228742,1
Kepler,6056992,K00051.01,133.936337,10.431147,0.161887,0
Kepler,10552611,K00338.01,174.575420,7.010632,0.127867,1
Kepler,10552611,K00338.02,132.633590,3.107627,0.098375,1
Kepler,10587105,K00339.01,170.139601,1.980357,0.103096,1
Kepler,10587105,K00339.02,138.326260,12.834477,0.160250,1
Kepler,6948480,K02975.01,230.929200,175.329014,0.261208,0
Kepler,11090556,K02977.01,131.845580,2.788179,0.141542,1
Kepler,11090556,K02977.02,133.228500,4.138277,0.143708,1
Kepler,10686814,K02978.01,134.029450,2.618463,0.146042,0
Kepler,3234843,K03057.01,134.658100,29.727220,0.143750,1
Kepler,6021275,K00284.01,179.421370,18.010200,0.146500,1
Kepler,3234843,K03057.02,140.853160,10.613687,0.145750,1
Kepler,8192911,K03058.01,135.331900,7.538874,0.131125,0
Kepler,10554967,K03059.01,131.714470,0.536335,0.043946,0
Kepler,5688790,K03144.01,540.041610,8.073941,0.102292,1
Kepler,10908248,K03146.01,154.761600,39.859505,0.332792,1
Kepler,10616571,K00340.01,160.628756,23.673124,0.599783,0
Kepler,10878263,K00341.01,176.666844,7.170710,0.121771,1
Kepler,10878263,K00341.02,177.615190,4.699653,0.106375,1
Kepler,10982872,K00343.01,170.335759,4.761706,0.137754,1
Kepler,10982872,K00343.02,170.496204,2.024144,0.105304,1
Kepler,2720514,K02979.01,131.937960,1.371289,0.060533,0
Kepler,4141376,K00280.01,180.895933,11.872908,0.105592,1
Kepler,9468551,K02980.01,132.290250,1.638653,0.081333,1
Kepler,9076971,K02981.01,134.751850,9.066876,0.140875,1
Kepler,11019987,K03060.01,138.421900,6.913173,0.197083,1
Kepler,10924562,K03063.01,149.037600,18.605205,0.284542,1
Kepler,9899505,K03064.01,132.051380,1.332563,0.261667,0
Kepler,7534267,K03147.01,169.141100,39.442078,0.292875,1
Kepler,10611420,K03148.01,135.101600,11.505286,0.087417,0
Kepler,10386922,K00289.02,403.672042,296.637582,0.684375,1
Kepler,10982872,K00343.03,148.708140,41.808503,0.324875,1
Kepler,3558981,K00052.01,168.011233,2.987863,0.107558,0
Kepler,11015108,K00344.01,171.334861,39.309441,0.240417,1
Kepler,11074541,K00345.01,173.194404,29.884877,0.190050,1
Kepler,11100383,K00346.01,170.786790,12.924898,0.111712,1
Kepler,8847111,K02985.01,132.007780,0.575884,0.086392,0
Kepler,4568298,K02986.01,131.749580,0.562555,0.072508,0
Kepler,4374339,K02987.01,132.142000,0.993703,0.031854,0
Kepler,4847782,K03067.01,139.439030,30.959705,0.225833,0
Kepler,6021275,K00284.02,169.640440,6.414913,0.140121,1
Kepler,10350571,K01175.03,131.577100,93.881556,0.860167,0
Kepler,10488450,K00290.01,171.426050,2.683395,0.077467,0
Kepler,10933561,K00291.01,185.153300,31.517795,0.318083,1
Kepler,10933561,K00291.02,134.100670,8.129999,0.089550,1
Kepler,8845026,K00044.01,160.476510,66.467462,0.819325,0
Kepler,11075737,K00292.01,171.842572,2.586640,0.093875,1
Kepler,11189127,K00347.01,169.853908,2.671943,0.079662,0
Kepler,11194032,K00348.01,187.363955,28.511176,0.191421,1
Kepler,11442793,K00351.01,140.498929,331.597273,0.600167,1
Kepler,5520547,K02990.01,137.510030,11.200589,0.190083,1
Kepler,4848424,K02991.01,131.556110,1.501799,0.136458,0
Kepler,8866102,K00042.01,181.233943,17.833678,0.187967,1
Kepler,4143755,K00281.01,189.043540,19.556620,0.336958,1
Kepler,11244137,K02994.01,131.919270,2.033875,0.129042,1
Kepler,6072593,K03070.01,133.929780,5.075383,0.070833,0
Kepler,5865654,K03071.01,146.662210,23.955399,0.133500,1
Kepler,8197560,K03074.01,131.494370,1.024256,0.110162,0
Kepler,11200415,K00293.01,172.219170,4.639586,0.115333,0
Kepler,11259686,K00294.01,193.038000,34.435939,0.242500,1
Kepler,11547513,K00295.01,171.875619,5.317440,0.122213,1
Kepler,11547513,K00295.02,135.509580,10.105758,0.083908,1
Kepler,11802615,K00296.01,178.484980,28.862366,0.225137,1
Kepler,11442793,K00351.02,147.056867,210.601384,0.499675,1
Kepler,11442793,K00351.03,158.959740,59.737144,0.333358,1
Kepler,2445975,K00053.01,172.259054,3.388887,0.101979,0
Kepler,11521793,K00352.01,191.807280,27.082397,0.208829,1
Kepler,6531496,K03646.02,132.015540,0.512869,0.167292,0
Kepler,3848275,K02995.01,131.624580,5.194927,0.131958,1
Kepler,12021625,K02996.01,141.812120,15.931441,0.101458,1
Kepler,9777256,K02997.01,132.084200,1.332516,0.175667,0
Kepler,4175630,K02998.01,141.495040,28.227413,0.240917,1
Kepler,7433585,K02999.01,131.724080,0.545545,0.081417,0
Kepler,6665223,K01232.02,524.846503,419.975078,0.507029,0
Kepler,3654719,K03081.01,138.175700,25.920009,0.233708,0
Kepler,6021275,K00284.03,168.862600,6.178174,0.135837,1
Kepler,10619142,K03082.01,132.361680,2.045167,0.151042,0
Kepler,11905011,K00297.01,172.279150,5.651789,0.128888,1
Kepler,12785320,K00298.01,178.308060,19.963672,0.110012,1
Kepler,2692377,K00299.01,170.543719,1.541677,0.079658,1
Kepler,3742855,K00045.01,174.365353,6.397186,0.244325,0
Kepler,3438975,K00300.01,171.658450,2.976021,0.155417,0
Kepler,11568987,K00354.01,171.520980,15.959956,0.179787,1
Kepler,11621223,K00355.01,172.900587,4.903322,0.120362,1
Kepler,11624249,K00356.01,170.525830,1.827082,0.081834,1
Kepler,12017140,K00358.01,172.802699,22.845241,0.220862,0
Kepler,5702939,K03000.01,144.917500,18.398083,0.184917,0
Kepler,3852655,K03002.01,132.820990,11.629042,0.123750,1
Kepler,11255231,K03003.01,137.526510,13.655096,0.171542,0
Kepler,5088536,K00282.01,182.103494,27.508716,0.247046,1
Kepler,6103377,K03004.01,136.946200,20.070876,0.264750,1
Kepler,3324986,K03084.01,131.992390,1.540411,0.070958,0
Kepler,11912932,K03085.01,134.180120,3.747854,0.154708,0
Kepler,8037145,K00520.03,136.438510,25.752750,0.115325,1
Kepler,8806123,K00523.01,198.238709,49.411211,0.219917,1
Kepler,8806123,K00523.02,138.906830,36.856776,0.312292,1
Kepler,10098844,K02964.02,164.457600,35.080928,0.288333,0
Kepler,8355239,K00574.02,141.513660,10.399862,0.140708,1
Kepler,9210823,K00090.01,135.722038,0.828206,0.072375,0
Kepler,8367113,K00575.01,183.408750,24.315740,0.172267,1
Kepler,8474898,K00576.01,240.851480,199.443024,0.308708,0
Kepler,7429287,K04260.03,296.951600,358.660440,0.697167,0
Kepler,9115800,K00421.01,172.820223,4.454194,0.096087,1
Kepler,9478990,K00423.01,202.858405,21.087195,0.246955,1
Kepler,9597411,K00424.01,170.393276,1.575632,0.108001,0
Kepler,6850504,K00070.04,135.929060,6.098556,0.124229,1
Kepler,8609450,K01278.05,208.491400,203.250506,0.408750,0
Kepler,10934674,K00477.01,169.650310,16.542953,0.160483,1
Kepler,10990886,K00478.01,171.114662,11.023475,0.061725,1
Kepler,11015323,K00479.01,193.389460,34.188843,0.221992,1
Kepler,11134879,K00480.01,172.311001,4.301658,0.087729,1
Kepler,11192998,K00481.01,171.972352,7.650244,0.114667,1
Kepler,5866724,K00085.01,132.040528,5.859936,0.167438,1
Kepler,9157634,K00526.01,171.044219,2.104722,0.073112,1
Kepler,9636569,K00527.01,171.696160,10.636244,0.210625,0
Kepler,8565266,K00578.01,169.879804,6.412513,0.219487,1
Kepler,8616637,K00579.01,170.071020,2.019997,0.075304,1
Kepler,8616637,K00579.02,132.592980,3.763042,0.066712,1
Kepler,8625925,K00580.01,175.711100,6.521210,0.116562,1
Kepler,8822216,K00581.01,175.914281,6.996926,0.114058,1
Kepler,9967884,K00425.01,169.753676,5.428345,0.078879,0
Kepler,10189546,K00427.02,153.737860,42.949522,0.225642,1
Kepler,10189546,K00427.03,245.651510,117.033521,0.284250,1
Kepler,10748393,K01289.02,365.948770,386.398330,0.354958,0
Kepler,11192998,K00481.02,169.830304,1.554004,0.073600,1
Kepler,11192998,K00481.03,183.237180,34.259514,0.198929,1
Kepler,8823868,K00081.01,143.070060,23.876114,0.387971,0
Kepler,11255761,K00482.01,169.553230,4.992702,0.129200,0
Kepler,11497977,K00483.01,173.257466,4.798600,0.126600,1
Kepler,7021681,K00255.03,133.589810,7.733336,0.116958,0
Kepler,9941859,K00528.01,176.683759,9.576660,0.140013,1
Kepler,9941859,K00528.02,140.183390,96.678185,0.237321,1
Kepler,9941859,K00528.03,145.028370,20.552803,0.091721,1
Kepler,10068030,K00529.01,170.513161,2.023124,0.049288,0
Kepler,10266615,K00530.01,170.305510,10.940267,0.097892,1
Kepler,6444896,K03138.02,148.203740,19.535255,0.042208,0
Kepler,8822216,K00581.02,143.314510,151.863949,0.357375,1
Kepler,9020160,K00582.01,170.472237,5.945044,0.112517,1
Kepler,9020160,K00582.02,148.990110,17.738429,0.125204,1
Kepler,9020160,K00582.03,131.582670,9.939624,0.143000,1
